External;Polygons;IV;Samples;Base;Class;Producer;User;F1
;70;NO;1000;Base 1;N_grassland;0,149779736;0,144680851;0,147186147
;70;NO;1000;Base 1;shrubland;0,262711864;0,289719626;0,275555556
;70;NO;1000;Base 1;S_vegetation;0,553763441;0,336601307;0,418699187
;70;NO;1000;Base 1;wetland;0,728110599;0,552447552;0,628230616
;70;NO;1000;Base 1;water;0,770642202;0,936802974;0,845637584
;70;NO;1000;Base 1;urban;0,825688073;0,6;0,694980695
;70;NO;1000;Base 1;baresoil;0,474452555;0,492424242;0,483271375
;70;NO;1000;Base 1;rainfed;0,267080745;0,544303797;0,358333333
;70;NO;1000;Base 1;irrigated;0,259887006;0,178294574;0,211494253
;70;NO;1000;Base 1;rice field;0,571428571;0,735785953;0,643274854
;70;NO;1000;Base 1;A_grassland;0,388646288;0,357429719;0,372384937
;70;NO;1000;Base 1;broadleaf;0,376666667;0,423220974;0,398589065
;70;NO;1000;Base 1;conifers;0,579288026;0,436585366;0,497913769
;70;NO;1000;Base 1;N_grassland;0,115151515;0,096446701;0,104972376
;70;NO;1000;Base 1;shrubland;0,396396396;0,398190045;0,397291196
;70;NO;1000;Base 1;S_vegetation;0,190184049;0,264957265;0,221428571
;70;NO;1000;Base 1;wetland;0,570588235;0,557471264;0,563953488
;70;NO;1000;Base 1;water;0,9;0,761538462;0,825
;70;NO;1000;Base 1;urban;0,809352518;0,57544757;0,67264574
;70;NO;1000;Base 1;baresoil;0,526645768;0,466666667;0,494845361
;70;NO;1000;Base 1;rainfed;0,26645768;0,236768802;0,250737463
;70;NO;1000;Base 1;irrigated;0,26969697;0,276397516;0,273006135
;70;NO;1000;Base 1;rice field;0,784946237;0,757785467;0,771126761
;70;NO;1000;Base 1;A_grassland;0,631578947;0,340909091;0,442804428
;70;NO;1000;Base 1;broadleaf;0,144542773;0,248730964;0,182835821
;70;NO;1000;Base 1;conifers;0,594936709;0,280318091;0,381081081
;70;NO;1000;Base 1;N_grassland;0,069970845;0,148148148;0,095049505
;70;NO;1000;Base 1;shrubland;0,290322581;0,488687783;0,364249578
;70;NO;1000;Base 1;S_vegetation;0,264084507;0,403225806;0,319148936
;70;NO;1000;Base 1;wetland;0,379220779;0,708737864;0,494077834
;70;NO;1000;Base 1;water;0,787610619;0,654411765;0,714859438
;70;NO;1000;Base 1;urban;0,833333333;0,557275542;0,667903525
;70;NO;1000;Base 1;baresoil;0,491735537;0,331476323;0,396006656
;70;NO;1000;Base 1;rainfed;0,369294606;0,275541796;0,315602837
;70;NO;1000;Base 1;irrigated;0,475935829;0,22029703;0,301184433
;70;NO;1000;Base 1;rice field;0,781362007;0,798534799;0,789855072
;70;NO;1000;Base 1;A_grassland;0,2421875;0,422727273;0,30794702
;70;NO;1000;Base 1;broadleaf;0,258992806;0,151260504;0,190981432
;70;NO;1000;Base 1;conifers;0,434131737;0,294715447;0,351089588
;70;NO;1000;Base 1;N_grassland;0,097883598;0,291338583;0,146534653
;70;NO;1000;Base 1;shrubland;0,235955056;0,260869565;0,247787611
;70;NO;1000;Base 1;S_vegetation;0,177419355;0,559322034;0,269387755
;70;NO;1000;Base 1;wetland;0,466960352;0,623529412;0,534005038
;70;NO;1000;Base 1;water;0,856502242;0,913875598;0,884259259
;70;NO;1000;Base 1;urban;0,809352518;0,692307692;0,746268657
;70;NO;1000;Base 1;baresoil;0,614886731;0,533707865;0,571428571
;70;NO;1000;Base 1;rainfed;0,238461538;0,21754386;0,227522936
;70;NO;1000;Base 1;irrigated;0,327935223;0,261290323;0,290843806
;70;NO;1000;Base 1;rice field;0,764309764;0,744262295;0,754152824
;70;NO;1000;Base 1;A_grassland;0,409793814;0,506369427;0,452991453
;70;NO;1000;Base 1;broadleaf;0,471698113;0,357142857;0,406504065
;70;NO;1000;Base 1;conifers;0,442896936;0,526490066;0,481089259
;70;NO;1000;Base 1;N_grassland;0,259385666;0,280442804;0,269503546
;70;NO;1000;Base 1;shrubland;0,295546559;0,206214689;0,242928453
;70;NO;1000;Base 1;S_vegetation;0,273006135;0,478494624;0,34765625
;70;NO;1000;Base 1;wetland;0,505494505;0,571428571;0,536443149
;70;NO;1000;Base 1;water;0,806962025;0,962264151;0,877796902
;70;NO;1000;Base 1;urban;0,884792627;0,547008547;0,676056338
;70;NO;1000;Base 1;baresoil;0,609318996;0,431472081;0,505200594
;70;NO;1000;Base 1;rainfed;0,265091864;0,338926174;0,297496318
;70;NO;1000;Base 1;irrigated;0,308510638;0,565853659;0,399311532
;70;NO;1000;Base 1;rice field;0,8;0,8;0,8
;70;NO;1000;Base 1;A_grassland;0,431654676;0,353982301;0,38897893
;70;NO;1000;Base 1;broadleaf;0,505535055;0,477351916;0,491039427
;70;NO;1000;Base 1;conifers;0,492248062;0,331592689;0,39625585
;70;NO;1000;Base 1;N_grassland;0,272727273;0,245098039;0,258175559
;70;NO;1000;Base 1;shrubland;0,345588235;0,328671329;0,336917563
;70;NO;1000;Base 1;S_vegetation;0,278735632;0,518716578;0,362616822
;70;NO;1000;Base 1;wetland;0,604863222;0,734317343;0,663333333
;70;NO;1000;Base 1;water;0,816091954;0,894957983;0,853707415
;70;NO;1000;Base 1;urban;0,791666667;0,643076923;0,709677419
;70;NO;1000;Base 1;baresoil;0,467866324;0,546546547;0,504155125
;70;NO;1000;Base 1;rainfed;0,290178571;0,209677419;0,243445693
;70;NO;1000;Base 1;irrigated;0,412280702;0,310231023;0,354048964
;70;NO;1000;Base 1;rice field;0,793650794;0,595238095;0,680272109
;70;NO;1000;Base 1;A_grassland;0,344221106;0,53307393;0,418320611
;70;NO;1000;Base 1;broadleaf;0,247648903;0,526666667;0,336886994
;70;NO;1000;Base 1;conifers;0,498194946;0,352941176;0,413173653
;70;NO;1000;Base 1;N_grassland;0,182825485;0,298642534;0,226804124
;70;NO;1000;Base 1;shrubland;0,397540984;0,259358289;0,313915858
;70;NO;1000;Base 1;S_vegetation;0,2;0,137931034;0,163265306
;70;NO;1000;Base 1;wetland;0,322916667;0,486910995;0,388308977
;70;NO;1000;Base 1;water;0,819494585;0,813620072;0,816546763
;70;NO;1000;Base 1;urban;0,852739726;0,697478992;0,767334361
;70;NO;1000;Base 1;baresoil;0,565495208;0,523668639;0,543778802
;70;NO;1000;Base 1;rainfed;0,189473684;0,295081967;0,230769231
;70;NO;1000;Base 1;irrigated;0,314606742;0,255707763;0,282115869
;70;NO;1000;Base 1;rice field;0,905982906;0,837944664;0,87063655
;70;NO;1000;Base 1;A_grassland;0,459459459;0,342281879;0,392307692
;70;NO;1000;Base 1;broadleaf;0,303643725;0,353773585;0,326797386
;70;NO;1000;Base 1;conifers;0,465384615;0,502074689;0,483033932
;70;NO;1000;Base 1;N_grassland;0,128630705;0,177142857;0,149038462
;70;NO;1000;Base 1;shrubland;0,350877193;0,357142857;0,353982301
;70;NO;1000;Base 1;S_vegetation;0,140939597;0,138157895;0,139534884
;70;NO;1000;Base 1;wetland;0,622047244;0,533783784;0,574545455
;70;NO;1000;Base 1;water;0,741007194;0,895652174;0,811023622
;70;NO;1000;Base 1;urban;0,825;0,649180328;0,726605505
;70;NO;1000;Base 1;baresoil;0,619771863;0,454038997;0,524115756
;70;NO;1000;Base 1;rainfed;0,277955272;0,32103321;0,297945205
;70;NO;1000;Base 1;irrigated;0,226973684;0,294871795;0,256505576
;70;NO;1000;Base 1;rice field;0,541284404;0,337142857;0,415492958
;70;NO;1000;Base 1;A_grassland;0,590361446;0,291666667;0,390438247
;70;NO;1000;Base 1;broadleaf;0,347560976;0,255605381;0,294573643
;70;NO;1000;Base 1;conifers;0,398550725;0,405904059;0,402193784
;70;NO;1000;Base 1;N_grassland;0,161172161;0,230366492;0,189655172
;70;NO;1000;Base 1;shrubland;0,22983871;0,28358209;0,25389755
;70;NO;1000;Base 1;S_vegetation;0,364485981;0,664772727;0,47082495
;70;NO;1000;Base 1;wetland;0,620608899;0,807926829;0,701986755
;70;NO;1000;Base 1;water;0,854330709;0,753472222;0,800738007
;70;NO;1000;Base 1;urban;0,806338028;0,659942363;0,725832013
;70;NO;1000;Base 1;baresoil;0,701357466;0,478395062;0,568807339
;70;NO;1000;Base 1;rainfed;0,306709265;0,316831683;0,311688312
;70;NO;1000;Base 1;irrigated;0,257668712;0,4375;0,324324324
;70;NO;1000;Base 1;rice field;0,628654971;0,903361345;0,74137931
;70;NO;1000;Base 1;A_grassland;0,505649718;0,521865889;0,513629842
;70;NO;1000;Base 1;broadleaf;0,735930736;0,417690418;0,532915361
;70;NO;1000;Base 1;conifers;0,449567723;0,611764706;0,518272425
;70;NO;1000;Base 1;N_grassland;0,236607143;0,197761194;0,215447154
;70;NO;1000;Base 1;shrubland;0,344827586;0,194444444;0,248667851
;70;NO;1000;Base 1;S_vegetation;0,177935943;0,480769231;0,25974026
;70;NO;1000;Base 1;wetland;0,570588235;0,554285714;0,562318841
;70;NO;1000;Base 1;water;0,758823529;0,86;0,80625
;70;NO;1000;Base 1;urban;0,915750916;0,632911392;0,748502994
;70;NO;1000;Base 1;baresoil;0,546610169;0,383928571;0,451048951
;70;NO;1000;Base 1;rainfed;0,337899543;0,222891566;0,268602541
;70;NO;1000;Base 1;irrigated;0,223300971;0,293617021;0,253676471
;70;NO;1000;Base 1;rice field;0,465949821;0,872483221;0,607476636
;70;NO;1000;Base 1;A_grassland;0,548507463;0,341860465;0,421203438
;70;NO;1000;Base 1;broadleaf;0,420792079;0,29109589;0,344129555
;70;NO;1000;Base 1;conifers;0,533333333;0,478405316;0,504378284
;70;NO;1000;Base 1;N_grassland;0,118902439;0,261744966;0,163522013
;70;NO;1000;Base 1;shrubland;0,234432234;0,288288288;0,258585859
;70;NO;1000;Base 1;S_vegetation;0,213855422;0,546153846;0,307359307
;70;NO;1000;Base 1;wetland;0,613445378;0,392473118;0,478688525
;70;NO;1000;Base 1;water;0,813370474;0,941935484;0,872944694
;70;NO;1000;Base 1;urban;0,781914894;0,528776978;0,630901288
;70;NO;1000;Base 1;baresoil;0,585585586;0,711678832;0,642504119
;70;NO;1000;Base 1;rainfed;0,252396166;0,246105919;0,249211356
;70;NO;1000;Base 1;irrigated;0,281437126;0,393305439;0,328097731
;70;NO;1000;Base 1;rice field;0,611627907;0,655860349;0,632972323
;70;NO;1000;Base 1;A_grassland;0,397222222;0,501754386;0,443410853
;70;NO;1000;Base 1;broadleaf;0,542168675;0,368852459;0,43902439
;70;NO;1000;Base 1;conifers;0,382789318;0,573333333;0,459074733
;70;NO;1000;Base 1;N_grassland;0,243362832;0,200729927;0,22
;70;NO;1000;Base 1;shrubland;0,348101266;0,243362832;0,286458333
;70;NO;1000;Base 1;S_vegetation;0,47311828;0,357723577;0,407407407
;70;NO;1000;Base 1;wetland;0,874626866;0,741772152;0,802739726
;70;NO;1000;Base 1;water;0,793594306;0,933054393;0,857692308
;70;NO;1000;Base 1;urban;0,827067669;0,582010582;0,683229814
;70;NO;1000;Base 1;baresoil;0,576323988;0,505464481;0,538573508
;70;NO;1000;Base 1;rainfed;0,164285714;0,205357143;0,182539683
;70;NO;1000;Base 1;irrigated;0,159183673;0,175675676;0,167023555
;70;NO;1000;Base 1;rice field;0,735973597;0,464583333;0,569604087
;70;NO;1000;Base 1;A_grassland;0,535460993;0,495081967;0,514480409
;70;NO;1000;Base 1;broadleaf;0,199105145;0,559748428;0,293729373
;70;NO;1000;Base 1;conifers;0,641638225;0,315966387;0,423423423
;70;NO;1000;Base 1;N_grassland;0,203703704;0,227979275;0,215158924
;70;NO;1000;Base 1;shrubland;0,346715328;0,277777778;0,308441558
;70;NO;1000;Base 1;S_vegetation;0,288770053;0,313953488;0,300835655
;70;NO;1000;Base 1;wetland;0,302170284;0,797356828;0,438256659
;70;NO;1000;Base 1;water;0,691358025;0,528301887;0,598930481
;70;NO;1000;Base 1;urban;0,932489451;0,540342298;0,684210526
;70;NO;1000;Base 1;baresoil;0,512738854;0,463976945;0,487140696
;70;NO;1000;Base 1;rainfed;0,136890951;0,22605364;0,170520231
;70;NO;1000;Base 1;irrigated;0,471204188;0,213270142;0,293637847
;70;NO;1000;Base 1;rice field;0,667630058;0,865168539;0,753670473
;70;NO;1000;Base 1;A_grassland;0,381818182;0,466666667;0,42
;70;NO;1000;Base 1;broadleaf;0,457142857;0,413793103;0,43438914
;70;NO;1000;Base 1;conifers;0,484251969;0,391719745;0,433098592
;70;NO;1000;Base 1;N_grassland;0,155932203;0,200873362;0,175572519
;70;NO;1000;Base 1;shrubland;0,269372694;0,27340824;0,271375465
;70;NO;1000;Base 1;S_vegetation;0,238095238;0,371428571;0,290178571
;70;NO;1000;Base 1;wetland;0,776951673;0,649068323;0,707275804
;70;NO;1000;Base 1;water;0,619047619;0,91;0,736842105
;70;NO;1000;Base 1;urban;0,853521127;0,651612903;0,73902439
;70;NO;1000;Base 1;baresoil;0,569620253;0,340050378;0,425867508
;70;NO;1000;Base 1;rainfed;0,25136612;0,388185654;0,305140962
;70;NO;1000;Base 1;irrigated;0,274666667;0,430962343;0,335504886
;70;NO;1000;Base 1;rice field;0,772036474;0,664921466;0,714486639
;70;NO;1000;Base 1;A_grassland;0,488888889;0,248868778;0,329835082
;70;NO;1000;Base 1;broadleaf;0,557291667;0,317507418;0,404536862
;70;NO;1000;Base 1;conifers;0,396923077;0,408227848;0,4024961
;70;NO;1000;Base 1;N_grassland;0,078767123;0,140243902;0,100877193
;70;NO;1000;Base 1;shrubland;0,266025641;0,365638767;0,307977737
;70;NO;1000;Base 1;S_vegetation;0,131474104;0,248120301;0,171875
;70;NO;1000;Base 1;wetland;0,515337423;0,63878327;0,570458404
;70;NO;1000;Base 1;water;0,719457014;0,779411765;0,748235294
;70;NO;1000;Base 1;urban;0,823809524;0,791762014;0,807467911
;70;NO;1000;Base 1;baresoil;0,7;0,484042553;0,572327044
;70;NO;1000;Base 1;rainfed;0,068306011;0,154320988;0,09469697
;70;NO;1000;Base 1;irrigated;0,314814815;0,349794239;0,331384016
;70;NO;1000;Base 1;rice field;0,774305556;0,529691211;0,629055007
;70;NO;1000;Base 1;A_grassland;0,685840708;0,396419437;0,502431118
;70;NO;1000;Base 1;broadleaf;0,179775281;0,585365854;0,275071633
;70;NO;1000;Base 1;conifers;0,556179775;0,26541555;0,359346642
;70;NO;1000;Base 1;N_grassland;0,147619048;0,161458333;0,154228856
;70;NO;1000;Base 1;shrubland;0,311284047;0,30075188;0,305927342
;70;NO;1000;Base 1;S_vegetation;0,23880597;0,358208955;0,286567164
;70;NO;1000;Base 1;wetland;0,581920904;0,760147601;0,6592
;70;NO;1000;Base 1;water;0,81971831;0,957236842;0,883156297
;70;NO;1000;Base 1;urban;0,817880795;0,63496144;0,714905933
;70;NO;1000;Base 1;baresoil;0,694158076;0,486746988;0,57223796
;70;NO;1000;Base 1;rainfed;0,175732218;0,579310345;0,269662921
;70;NO;1000;Base 1;irrigated;0,279352227;0,23;0,252285192
;70;NO;1000;Base 1;rice field;0,587719298;0,889380531;0,707746479
;70;NO;1000;Base 1;A_grassland;0,385542169;0,312703583;0,345323741
;70;NO;1000;Base 1;broadleaf;0,352331606;0,350515464;0,351421189
;70;NO;1000;Base 1;conifers;0,280851064;0,286956522;0,283870968
;70;NO;1000;Base 1;N_grassland;0,333333333;0,247349823;0,283975659
;70;NO;1000;Base 1;shrubland;0,329365079;0,268608414;0,295900178
;70;NO;1000;Base 1;S_vegetation;0,216931217;0,205;0,210796915
;70;NO;1000;Base 1;wetland;0,417177914;0,430379747;0,423676012
;70;NO;1000;Base 1;water;0,843406593;0,855153203;0,849239281
;70;NO;1000;Base 1;urban;0,883280757;0,731070496;0,8
;70;NO;1000;Base 1;baresoil;0,506329114;0,669456067;0,576576577
;70;NO;1000;Base 1;rainfed;0,3125;0,347826087;0,329218107
;70;NO;1000;Base 1;irrigated;0,410714286;0,262357414;0,320185615
;70;NO;1000;Base 1;rice field;0,825503356;0,615;0,70487106
;70;NO;1000;Base 1;A_grassland;0,445255474;0,409395973;0,426573427
;70;NO;1000;Base 1;broadleaf;0,325657895;0,497487437;0,393638171
;70;NO;1000;Base 1;conifers;0,5;0,468023256;0,483483483
;70;NO;1000;Base 1;N_grassland;0,157142857;0,31884058;0,210526316
;70;NO;1000;Base 1;shrubland;0,395652174;0,282608696;0,329710145
;70;NO;1000;Base 1;S_vegetation;0,451612903;0,237288136;0,311111111
;70;NO;1000;Base 1;wetland;0,523943662;0,791489362;0,630508475
;70;NO;1000;Base 1;water;0,816666667;0,795454545;0,805921053
;70;NO;1000;Base 1;urban;0,903345725;0,619897959;0,735249622
;70;NO;1000;Base 1;baresoil;0,56846473;0,416413374;0,480701754
;70;NO;1000;Base 1;rainfed;0,160305344;0,443661972;0,235514019
;70;NO;1000;Base 1;irrigated;0,233944954;0,175257732;0,200392927
;70;NO;1000;Base 1;rice field;0,802992519;0,601869159;0,688034188
;70;NO;1000;Base 1;A_grassland;0,381742739;0,2875;0,32798574
;70;NO;1000;Base 1;broadleaf;0,447470817;0,350609756;0,393162393
;70;NO;1000;Base 1;conifers;0,488817891;0,336263736;0,3984375
;70;NO;1000;Base 1;N_grassland;0,196911197;0,19844358;0,197674419
;70;NO;1000;Base 1;shrubland;0,282828283;0,258461538;0,270096463
;70;NO;1000;Base 1;S_vegetation;0,131034483;0,342342342;0,189526185
;70;NO;1000;Base 1;wetland;0,409433962;0,828244275;0,547979798
;70;NO;1000;Base 1;water;0,60311284;0,707762557;0,651260504
;70;NO;1000;Base 1;urban;0,793233083;0,667721519;0,725085911
;70;NO;1000;Base 1;baresoil;0,612612613;0,53968254;0,573839662
;70;NO;1000;Base 1;rainfed;0,203703704;0,286956522;0,238267148
;70;NO;1000;Base 1;irrigated;0,319548872;0,374449339;0,344827586
;70;NO;1000;Base 1;rice field;0,77027027;0,66796875;0,715481172
;70;NO;1000;Base 1;A_grassland;0,47983871;0,477911647;0,478873239
;70;NO;1000;Base 1;broadleaf;0,229299363;0,4;0,291497976
;70;NO;1000;Base 1;conifers;0,611888112;0,363825364;0,456323338
;70;NO;1000;Base 1;N_grassland;0,271604938;0,266129032;0,268839104
;70;NO;1000;Base 1;shrubland;0,318996416;0,276397516;0,296173045
;70;NO;1000;Base 1;S_vegetation;0,154929577;0,22;0,181818182
;70;NO;1000;Base 1;wetland;0,512820513;0,581395349;0,544959128
;70;NO;1000;Base 1;water;0,894736842;0,980769231;0,935779817
;70;NO;1000;Base 1;urban;0,848329049;0,806845966;0,827067669
;70;NO;1000;Base 1;baresoil;0,616487455;0,558441558;0,586030664
;70;NO;1000;Base 1;rainfed;0,283276451;0,48255814;0,356989247
;70;NO;1000;Base 1;irrigated;0,418032787;0,180212014;0,251851852
;70;NO;1000;Base 1;rice field;0,787878788;0,682215743;0,73125
;70;NO;1000;Base 1;A_grassland;0,623809524;0,474637681;0,53909465
;70;NO;1000;Base 1;broadleaf;0,267295597;0,524691358;0,354166667
;70;NO;1000;Base 1;conifers;0,493333333;0,428571429;0,458677686
;70;NO;1000;Base 1;N_grassland;0,111607143;0,165562914;0,133333333
;70;NO;1000;Base 1;shrubland;0,4;0,242424242;0,301886792
;70;NO;1000;Base 1;S_vegetation;0,12962963;0,417910448;0,197879859
;70;NO;1000;Base 1;wetland;0,868794326;0,623409669;0,725925926
;70;NO;1000;Base 1;water;0,750708215;0,943060498;0,835962145
;70;NO;1000;Base 1;urban;0,936708861;0,580392157;0,716707022
;70;NO;1000;Base 1;baresoil;0,440625;0,484536082;0,461538462
;70;NO;1000;Base 1;rainfed;0,125;0,137820513;0,131097561
;70;NO;1000;Base 1;irrigated;0,432773109;0,264781491;0,328548644
;70;NO;1000;Base 1;rice field;0,68627451;0,376344086;0,486111111
;70;NO;1000;Base 1;A_grassland;0,317258883;0,514403292;0,392464678
;70;NO;1000;Base 1;broadleaf;0,310469314;0,341269841;0,325141777
;70;NO;1000;Base 1;conifers;0,448398577;0,327272727;0,378378378
;70;NO;1000;Base 1;N_grassland;0,163978495;0,29468599;0,210708117
;70;NO;1000;Base 1;shrubland;0,231707317;0,210332103;0,220502901
;70;NO;1000;Base 1;S_vegetation;0,327067669;0,376623377;0,350100604
;70;NO;1000;Base 1;wetland;0,387168142;0,784753363;0,518518519
;70;NO;1000;Base 1;water;0,6875;0,597826087;0,639534884
;70;NO;1000;Base 1;urban;0,88185654;0,633333333;0,737213404
;70;NO;1000;Base 1;baresoil;0,53559322;0,576642336;0,555360281
;70;NO;1000;Base 1;rainfed;0,349823322;0,404081633;0,375
;70;NO;1000;Base 1;irrigated;0,3;0,316901408;0,308219178
;70;NO;1000;Base 1;rice field;0,675572519;0,850961538;0,753191489
;70;NO;1000;Base 1;A_grassland;0,47639485;0,382758621;0,424474187
;70;NO;1000;Base 1;broadleaf;0,19138756;0,503144654;0,27729636
;70;NO;1000;Base 1;conifers;0,620817844;0,305301645;0,409313725
;70;NO;1000;Base 1;N_grassland;0,106666667;0,17679558;0,133056133
;70;NO;1000;Base 1;shrubland;0,243902439;0,151975684;0,187265918
;70;NO;1000;Base 1;S_vegetation;0,246808511;0,353658537;0,290726817
;70;NO;1000;Base 1;wetland;0,64516129;0,512820513;0,571428571
;70;NO;1000;Base 1;water;0,829861111;0,926356589;0,875457875
;70;NO;1000;Base 1;urban;0,86746988;0,660550459;0,75
;70;NO;1000;Base 1;baresoil;0,594982079;0,572413793;0,583479789
;70;NO;1000;Base 1;rainfed;0,137254902;0,196;0,161449753
;70;NO;1000;Base 1;irrigated;0,252788104;0,221498371;0,236111111
;70;NO;1000;Base 1;rice field;0,810679612;0,647286822;0,719827586
;70;NO;1000;Base 1;A_grassland;0,525252525;0,333333333;0,407843137
;70;NO;1000;Base 1;broadleaf;0,175308642;0,5546875;0,26641651
;70;NO;1000;Base 1;conifers;0,479532164;0,218666667;0,3003663
;70;NO;1000;Base 1;N_grassland;0,129518072;0,323308271;0,184946237
;70;NO;1000;Base 1;shrubland;0,323170732;0,187943262;0,237668161
;70;NO;1000;Base 1;S_vegetation;0,255681818;0,28125;0,267857143
;70;NO;1000;Base 1;wetland;0,546783626;0,542028986;0,544395924
;70;NO;1000;Base 1;water;0,680751174;0,863095238;0,761154856
;70;NO;1000;Base 1;urban;0,780327869;0,626315789;0,694890511
;70;NO;1000;Base 1;baresoil;0,591065292;0,481792717;0,530864198
;70;NO;1000;Base 1;rainfed;0,156479218;0,292237443;0,203821656
;70;NO;1000;Base 1;irrigated;0,305220884;0,248366013;0,273873874
;70;NO;1000;Base 1;rice field;0,72752809;0,644278607;0,683377309
;70;NO;1000;Base 1;A_grassland;0,412060302;0,299270073;0,346723044
;70;NO;1000;Base 1;broadleaf;0,522556391;0,479310345;0,5
;70;NO;1000;Base 1;conifers;0,452380952;0,35;0,394658754
;70;NO;1000;Base 1;N_grassland;0,289340102;0,205776173;0,240506329
;70;NO;1000;Base 1;shrubland;0,31779661;0,31512605;0,316455696
;70;NO;1000;Base 1;S_vegetation;0,301204819;0,581395349;0,396825397
;70;NO;1000;Base 1;wetland;0,589041096;0,882697947;0,70657277
;70;NO;1000;Base 1;water;0,857819905;0,822727273;0,839907193
;70;NO;1000;Base 1;urban;0,817919075;0,637387387;0,716455696
;70;NO;1000;Base 1;baresoil;0,407665505;0,371428571;0,388704319
;70;NO;1000;Base 1;rainfed;0,270072993;0,201086957;0,230529595
;70;NO;1000;Base 1;irrigated;0,270186335;0,324626866;0,294915254
;70;NO;1000;Base 1;rice field;0,558064516;0,586440678;0,571900826
;70;NO;1000;Base 1;A_grassland;0,405204461;0,381118881;0,392792793
;70;NO;1000;Base 1;broadleaf;0,381578947;0,375;0,37826087
;70;NO;1000;Base 1;conifers;0,621621622;0,257847534;0,364500792
;70;NO;1000;Base 1;N_grassland;0,137809187;0,205263158;0,164904863
;70;NO;1000;Base 1;shrubland;0,290909091;0,370860927;0,326055313
;70;NO;1000;Base 1;S_vegetation;0,25606469;0,521978022;0,34358047
;70;NO;1000;Base 1;wetland;0,431216931;0,562068966;0,488023952
;70;NO;1000;Base 1;water;0,786026201;0,722891566;0,753138075
;70;NO;1000;Base 1;urban;0,86163522;0,539370079;0,663438257
;70;NO;1000;Base 1;baresoil;0,560311284;0,440366972;0,493150685
;70;NO;1000;Base 1;rainfed;0,221854305;0,372222222;0,278008299
;70;NO;1000;Base 1;irrigated;0,466386555;0,437007874;0,451219512
;70;NO;1000;Base 1;rice field;0,751412429;0,588495575;0,660049628
;70;NO;1000;Base 1;A_grassland;0,396969697;0,464539007;0,428104575
;70;NO;1000;Base 1;broadleaf;0,346303502;0,38362069;0,36400818
;70;NO;1000;Base 1;conifers;0,52;0,347593583;0,416666667
;70;NO;1000;Base 1;N_grassland;0,277580071;0,286764706;0,282097649
;70;NO;1000;Base 1;shrubland;0,307692308;0,227027027;0,261275272
;70;NO;1000;Base 1;S_vegetation;0,186915888;0,387096774;0,25210084
;70;NO;1000;Base 1;wetland;0,443425076;0,687203791;0,539033457
;70;NO;1000;Base 1;water;0,730964467;0,620689655;0,671328671
;70;NO;1000;Base 1;urban;0,793548387;0,560364465;0,656875834
;70;NO;1000;Base 1;baresoil;0,576271186;0,373626374;0,453333333
